row_id,query_company,query_city,query_state,severity,issue_codes,narrative
7922948,Peter de Anda,,,info,NO_QUERY_GEO_RANK1_HAS_LOCATION;DUPLICATE_ROUNDED_SCORES_IN_TOP5,"Query omits city/state and rank-1 carries an address, but no same-name bare row ties it — acceptable when rank-1 is the best/only-named match (info only). Top-5 score ties are all the same entity (multi-office); expected, not a ranking defect (info only)."
7922953,Songline Travel,San Marcos,CA,info,,No automated issues flagged; still spot-check for domain edge cases.
7922959,Simpo Travel LLC.,Brooklyn,NY,info,,No automated issues flagged; still spot-check for domain edge cases.
7922972,Sofwave,Brick,NJ,med,DUPLICATE_ROUNDED_SCORES_IN_TOP5,Two or more top-5 rows of DIFFERENT entities share the same score to 4 decimals; ordering looks arbitrary without exposed tie-breakers.
7922977,OTG Groups,Toronto,ON,info,,No automated issues flagged; still spot-check for domain edge cases.
7922994,2026 Corazon Awards,Austin,TX,info,,No automated issues flagged; still spot-check for domain edge cases.
7923043,gnet media,Los Angeles,CA,med,DUPLICATE_ROUNDED_SCORES_IN_TOP5,Two or more top-5 rows of DIFFERENT entities share the same score to 4 decimals; ordering looks arbitrary without exposed tie-breakers.
7923048,Horizon Meeting & Management Group,San Jose,CA,info,,No automated issues flagged; still spot-check for domain edge cases.
7923053,Intelligems,New York,NY,info,,No automated issues flagged; still spot-check for domain edge cases.
7923056,Ivo AI,San Francisco,CA,info,,No automated issues flagged; still spot-check for domain edge cases.
7923058,John Muir Health Cancer Medical Group,Walnut Creek,CA,info,,No automated issues flagged; still spot-check for domain edge cases.
7923063,Longtail Drives LLAC,Austin,TX,med,DUPLICATE_ROUNDED_SCORES_IN_TOP5,Two or more top-5 rows of DIFFERENT entities share the same score to 4 decimals; ordering looks arbitrary without exposed tie-breakers.
7923064,Lushan Overseas Edu Co. LTD,Fort Worth,TX,info,DUPLICATE_ROUNDED_SCORES_IN_TOP5,"Top-5 score ties are all the same entity (multi-office); expected, not a ranking defect (info only)."
7923088,Savant Wealth,,,info,NO_QUERY_GEO_RANK1_HAS_LOCATION;DUPLICATE_ROUNDED_SCORES_IN_TOP5,"Query omits city/state and rank-1 carries an address, but no same-name bare row ties it — acceptable when rank-1 is the best/only-named match (info only). Top-5 score ties are all the same entity (multi-office); expected, not a ranking defect (info only)."
7923089,"Savara, Inc",Palo Alto,CA,med,DUPLICATE_ROUNDED_SCORES_IN_TOP5,Two or more top-5 rows of DIFFERENT entities share the same score to 4 decimals; ordering looks arbitrary without exposed tie-breakers.
7923090,"Science of Skincare LLC, DBA Science of Skin Summit",,,info,DUPLICATE_ROUNDED_SCORES_IN_TOP5,"Top-5 score ties are all the same entity (multi-office); expected, not a ranking defect (info only)."
7923091,Scout Meetings,Dallas,TX,info,,No automated issues flagged; still spot-check for domain edge cases.
7923092,Sheriff's Employees' Benefit Association (SEBA),Redlands,CA,med,DUPLICATE_ROUNDED_SCORES_IN_TOP5,Two or more top-5 rows of DIFFERENT entities share the same score to 4 decimals; ordering looks arbitrary without exposed tie-breakers.
7923093,Signify MD,Brooklyn,NY,info,,No automated issues flagged; still spot-check for domain edge cases.
7923094,SmartBank,,,info,NO_QUERY_GEO_RANK1_HAS_LOCATION;DUPLICATE_ROUNDED_SCORES_IN_TOP5,"Query omits city/state and rank-1 carries an address, but no same-name bare row ties it — acceptable when rank-1 is the best/only-named match (info only). Top-5 score ties are all the same entity (multi-office); expected, not a ranking defect (info only)."
7923095,Stateline Road,Napa,Ca,info,,No automated issues flagged; still spot-check for domain edge cases.
7923096,Synergy Asset Management,Vancouver,WA,med,DUPLICATE_ROUNDED_SCORES_IN_TOP5,Two or more top-5 rows of DIFFERENT entities share the same score to 4 decimals; ordering looks arbitrary without exposed tie-breakers.
7923097,Team Offsite,Boise,ID,med,DUPLICATE_ROUNDED_SCORES_IN_TOP5,Two or more top-5 rows of DIFFERENT entities share the same score to 4 decimals; ordering looks arbitrary without exposed tie-breakers.
7923098,Texas Local Firefighters Foundation,Dallas,TX,info,,No automated issues flagged; still spot-check for domain edge cases.
7923101,The Shield Co,Salt Lake City,UT,med,DUPLICATE_ROUNDED_SCORES_IN_TOP5,Two or more top-5 rows of DIFFERENT entities share the same score to 4 decimals; ordering looks arbitrary without exposed tie-breakers.
7923102,The Smart Agency,Orange,CA,info,,No automated issues flagged; still spot-check for domain edge cases.
7923103,The Woodlands High School,,,info,DUPLICATE_ROUNDED_SCORES_IN_TOP5,"Top-5 score ties are all the same entity (multi-office); expected, not a ranking defect (info only)."
7923104,TMR Site Visits/FAMs,,,info,,No automated issues flagged; still spot-check for domain edge cases.
7923105,TMR Site Visits/FAMs,Napa,CA,info,DUPLICATE_ROUNDED_SCORES_IN_TOP5,"Top-5 score ties are all the same entity (multi-office); expected, not a ranking defect (info only)."
7923116,TotalEnergies,Boston,MA,info,DUPLICATE_ROUNDED_SCORES_IN_TOP5,"Top-5 score ties are all the same entity (multi-office); expected, not a ranking defect (info only)."
7923117,TPC Management,Concord,CA,info,,No automated issues flagged; still spot-check for domain edge cases.
7923118,TXB - Texas Born,Spicewood,TX,info,,No automated issues flagged; still spot-check for domain edge cases.
7923119,Tynan Group,Santa Barbara,CA,info,,No automated issues flagged; still spot-check for domain edge cases.
7923120,University of Houston Women's Basketball,Houston,TX,med,STRONG_SCORE_NON_EXACT_NAME;HYBRID_SEMANTIC_LED_AT_CEILING,Top-1 is a related but non-identical name (token_subset_mismatch) at 0.9666; rationale should justify suffix/token gaps. Hybrid (semantic-led) at a ceiling score with non-exact name overlap — defensibility risk for SMEs.
7923121,Vaxcyte,San Carlos,CA,info,,No automated issues flagged; still spot-check for domain edge cases.
7923122,VeEX Inc.,Los Angeles,CA,info,,No automated issues flagged; still spot-check for domain edge cases.
7923123,Virtuox-1,Coral Springs,FL,med,DUPLICATE_ROUNDED_SCORES_IN_TOP5,Two or more top-5 rows of DIFFERENT entities share the same score to 4 decimals; ordering looks arbitrary without exposed tie-breakers.
7923124,VMS Accelerators,Fairfield,CT,med,DUPLICATE_ROUNDED_SCORES_IN_TOP5,Two or more top-5 rows of DIFFERENT entities share the same score to 4 decimals; ordering looks arbitrary without exposed tie-breakers.
7923125,VSP,Rocklin,CA,info,,No automated issues flagged; still spot-check for domain edge cases.
7923126,Wayve AI,London,,info,,No automated issues flagged; still spot-check for domain edge cases.
7923128,Wine and Ardagh Group,,,info,NO_QUERY_GEO_RANK1_HAS_LOCATION;DUPLICATE_ROUNDED_SCORES_IN_TOP5,"Query omits city/state and rank-1 carries an address, but no same-name bare row ties it — acceptable when rank-1 is the best/only-named match (info only). Top-5 score ties are all the same entity (multi-office); expected, not a ranking defect (info only)."
7923129,WKS USA,Placentia,CA,info,,No automated issues flagged; still spot-check for domain edge cases.
7923130,Xemax Surgical Products,Los Angeles,CA,info,,No automated issues flagged; still spot-check for domain edge cases.
7923131,Xylix Sexure,Salt Lake City,UT,info,,No automated issues flagged; still spot-check for domain edge cases.
7923132,YPO Pacific West,San Rafael,CA,info,,No automated issues flagged; still spot-check for domain edge cases.
7923141,On Behalf of PathGuide Technologies,El Cajon,CA,info,,No automated issues flagged; still spot-check for domain edge cases.
7923146,Sentinelone,Portland,OR,info,DUPLICATE_ROUNDED_SCORES_IN_TOP5,"Top-5 score ties are all the same entity (multi-office); expected, not a ranking defect (info only)."
7923151,"WNC, Inc.",,,info,,No automated issues flagged; still spot-check for domain edge cases.
7923196,Misha Hawaii Home,Honolulu,HI,info,,No automated issues flagged; still spot-check for domain edge cases.
7923198,"Tubi, Inc.",San Francisco,CA,info,,No automated issues flagged; still spot-check for domain edge cases.
7923199,Vector Logistics,San Francisco,CA,info,,No automated issues flagged; still spot-check for domain edge cases.
7923205,The Wine Marathon,,,info,NO_QUERY_GEO_RANK1_HAS_LOCATION;DUPLICATE_ROUNDED_SCORES_IN_TOP5,"Query omits city/state and rank-1 carries an address, but no same-name bare row ties it — acceptable when rank-1 is the best/only-named match (info only). Top-5 score ties are all the same entity (multi-office); expected, not a ranking defect (info only)."
7923207,Verra,Washington,DC,info,,No automated issues flagged; still spot-check for domain edge cases.
7923208,Shell Appalchia (Tracking),St Johns,FL,info,,No automated issues flagged; still spot-check for domain edge cases.
7923209,Shwans,Seattle,WA,info,,No automated issues flagged; still spot-check for domain edge cases.
7923210,Wedaways Travel,Lisboa,,info,,No automated issues flagged; still spot-check for domain edge cases.
7923220,INNOV’events Lyon & Valence,,,info,NO_QUERY_GEO_RANK1_HAS_LOCATION;DUPLICATE_ROUNDED_SCORES_IN_TOP5,"Query omits city/state and rank-1 carries an address, but no same-name bare row ties it — acceptable when rank-1 is the best/only-named match (info only). Top-5 score ties are all the same entity (multi-office); expected, not a ranking defect (info only)."
7923221,Positive Physicians Insurance Company,Philadelphia,PA,info,,No automated issues flagged; still spot-check for domain edge cases.
7923224,Sea Shell Pilates,,,info,,No automated issues flagged; still spot-check for domain edge cases.
7923225,SJUCO,,,med,NO_QUERY_GEO_RANK1_HAS_LOCATION;DUPLICATE_ROUNDED_SCORES_IN_TOP5,"Query omits city/state and rank-1 carries an address, but no same-name bare row ties it — acceptable when rank-1 is the best/only-named match (info only). Two or more top-5 rows of DIFFERENT entities share the same score to 4 decimals; ordering looks arbitrary without exposed tie-breakers."
7923229,SJUCO Wedding WIre 2026,,,info,NO_QUERY_GEO_RANK1_HAS_LOCATION;DUPLICATE_ROUNDED_SCORES_IN_TOP5,"Query omits city/state and rank-1 carries an address, but no same-name bare row ties it — acceptable when rank-1 is the best/only-named match (info only). Top-5 score ties are all the same entity (multi-office); expected, not a ranking defect (info only)."
7923230,Smith’s Dream Vacations,,,info,NO_QUERY_GEO_RANK1_HAS_LOCATION,"Query omits city/state and rank-1 carries an address, but no same-name bare row ties it — acceptable when rank-1 is the best/only-named match (info only)."
7923231,Voces PR,Guaynabo,PR,med,DUPLICATE_ROUNDED_SCORES_IN_TOP5,Two or more top-5 rows of DIFFERENT entities share the same score to 4 decimals; ordering looks arbitrary without exposed tie-breakers.
7923235,Arizona Commission on Judicial Conduct,Phoenix,AZ,info,,No automated issues flagged; still spot-check for domain edge cases.
7923250,RE+,Alexandria,VA,info,DUPLICATE_ROUNDED_SCORES_IN_TOP5,"Top-5 score ties are all the same entity (multi-office); expected, not a ranking defect (info only)."
7923252,St. Christopher Catholic Parish,Marana,AZ,info,,No automated issues flagged; still spot-check for domain edge cases.
7923253,TD SYNNEX Corporation,,,info,NO_QUERY_GEO_RANK1_HAS_LOCATION,"Query omits city/state and rank-1 carries an address, but no same-name bare row ties it — acceptable when rank-1 is the best/only-named match (info only)."
7923254,TelevisaUnivision,Doral,FL,info,,No automated issues flagged; still spot-check for domain edge cases.
7923255,TUSHT Catering Corporate,Phoenix,AZ,info,,No automated issues flagged; still spot-check for domain edge cases.
7923262,Capio,,,med,NO_QUERY_GEO_RANK1_HAS_LOCATION;DUPLICATE_ROUNDED_SCORES_IN_TOP5,"Query omits city/state and rank-1 carries an address, but no same-name bare row ties it — acceptable when rank-1 is the best/only-named match (info only). Two or more top-5 rows of DIFFERENT entities share the same score to 4 decimals; ordering looks arbitrary without exposed tie-breakers."
7923271,Members Cooperative Credit Union,,,med,DUPLICATE_ROUNDED_SCORES_IN_TOP5,Two or more top-5 rows of DIFFERENT entities share the same score to 4 decimals; ordering looks arbitrary without exposed tie-breakers.
7923277,"MWave Security, Inc.",Denver,CO,info,,No automated issues flagged; still spot-check for domain edge cases.
7923281,SnapIT Event Solutions,Overland Park,KS,info,,No automated issues flagged; still spot-check for domain edge cases.
7923282,Spotlight Staffing,,,info,DUPLICATE_ROUNDED_SCORES_IN_TOP5,"Top-5 score ties are all the same entity (multi-office); expected, not a ranking defect (info only)."
7923284,United States Olympic & Paralympic Committee,Makati,,info,DUPLICATE_ROUNDED_SCORES_IN_TOP5,"Top-5 score ties are all the same entity (multi-office); expected, not a ranking defect (info only)."
7923285,Universities of Wisconsin,Madison,WI,med,STRONG_SCORE_NON_EXACT_NAME;HYBRID_SEMANTIC_LED_AT_CEILING,Top-1 is a related but non-identical name (token_subset_mismatch) at 0.9658; rationale should justify suffix/token gaps. Hybrid (semantic-led) at a ceiling score with non-exact name overlap — defensibility risk for SMEs.
7923286,Valmet Corporation,,,med,NO_QUERY_GEO_RANK1_HAS_LOCATION;DUPLICATE_ROUNDED_SCORES_IN_TOP5,"Query omits city/state and rank-1 carries an address, but no same-name bare row ties it — acceptable when rank-1 is the best/only-named match (info only). Two or more top-5 rows of DIFFERENT entities share the same score to 4 decimals; ordering looks arbitrary without exposed tie-breakers."
7923287,Valmet Corporation,Minneapolis,MN,info,,No automated issues flagged; still spot-check for domain edge cases.
7923288,VocalEssence,,,info,DUPLICATE_ROUNDED_SCORES_IN_TOP5,"Top-5 score ties are all the same entity (multi-office); expected, not a ranking defect (info only)."
7923289,Work Horse Land Development,,,info,NO_QUERY_GEO_RANK1_HAS_LOCATION;DUPLICATE_ROUNDED_SCORES_IN_TOP5,"Query omits city/state and rank-1 carries an address, but no same-name bare row ties it — acceptable when rank-1 is the best/only-named match (info only). Top-5 score ties are all the same entity (multi-office); expected, not a ranking defect (info only)."
7923290,1-2-1 Travel Connection,Woodbridge,ON,info,,No automated issues flagged; still spot-check for domain edge cases.
7923315,EKHO Infrastructure Solutions,,,info,DUPLICATE_ROUNDED_SCORES_IN_TOP5,"Top-5 score ties are all the same entity (multi-office); expected, not a ranking defect (info only)."
7923341,MPI AZ Chapter,Buckeye,AZ,med,DUPLICATE_ROUNDED_SCORES_IN_TOP5,Two or more top-5 rows of DIFFERENT entities share the same score to 4 decimals; ordering looks arbitrary without exposed tie-breakers.
7923344,Orcas Capital Partners Limited,,,info,NO_QUERY_GEO_RANK1_HAS_LOCATION;DUPLICATE_ROUNDED_SCORES_IN_TOP5,"Query omits city/state and rank-1 carries an address, but no same-name bare row ties it — acceptable when rank-1 is the best/only-named match (info only). Top-5 score ties are all the same entity (multi-office); expected, not a ranking defect (info only)."
7923346,Prime Capital,Lenexa,KS,med,STRONG_SCORE_NON_EXACT_NAME;DUPLICATE_ROUNDED_SCORES_IN_TOP5;HYBRID_SEMANTIC_LED_AT_CEILING,Top-1 is a related but non-identical name (query_and_top1_names_related_non_equal) at 0.9714; rationale should justify suffix/token gaps. Two or more top-5 rows of DIFFERENT entities share the same score to 4 decimals; ordering looks arbitrary without exposed tie-breakers. Hybrid (semantic-led) at a ceiling score with non-exact name overlap — defensibility risk for SMEs.
7923350,See Agency and Agent,Maidenhead,Berkshire,info,DUPLICATE_ROUNDED_SCORES_IN_TOP5,"Top-5 score ties are all the same entity (multi-office); expected, not a ranking defect (info only)."
7923351,See Agency and Agent,Philadelphia,PA,info,,No automated issues flagged; still spot-check for domain edge cases.
7923352,See Agency and Agent,Westfield,NJ,med,DUPLICATE_ROUNDED_SCORES_IN_TOP5,Two or more top-5 rows of DIFFERENT entities share the same score to 4 decimals; ordering looks arbitrary without exposed tie-breakers.
7923353,See Agency and Agent,Phoenix,AZ,info,,No automated issues flagged; still spot-check for domain edge cases.
7923354,SIPP Marketing,,,info,NO_QUERY_GEO_RANK1_HAS_LOCATION;DUPLICATE_ROUNDED_SCORES_IN_TOP5,"Query omits city/state and rank-1 carries an address, but no same-name bare row ties it — acceptable when rank-1 is the best/only-named match (info only). Top-5 score ties are all the same entity (multi-office); expected, not a ranking defect (info only)."
7923355,TeeJet Technologies,Glendale Heights,IL,info,,No automated issues flagged; still spot-check for domain edge cases.
7923356,Typeform,Jackson,NJ,info,DUPLICATE_ROUNDED_SCORES_IN_TOP5,"Top-5 score ties are all the same entity (multi-office); expected, not a ranking defect (info only)."
7923357,Will Nelson/Fit Pro CEO Mastermind,Denver,CO,info,,No automated issues flagged; still spot-check for domain edge cases.
7923358,WinField United Canada LLC,,,info,NO_QUERY_GEO_RANK1_HAS_LOCATION,"Query omits city/state and rank-1 carries an address, but no same-name bare row ties it — acceptable when rank-1 is the best/only-named match (info only)."
7923359,WinField United Canada LLC,Arden Hills,MN,info,,No automated issues flagged; still spot-check for domain edge cases.
7923360,WinField United Canada LLC,Saint Paul,MN,info,,No automated issues flagged; still spot-check for domain edge cases.
7923361,Wizz Air Hungary Ltd.,Phoenix,AZ,info,,No automated issues flagged; still spot-check for domain edge cases.
7923362,Wizz Air Hungary Ltd.,,,info,NO_QUERY_GEO_RANK1_HAS_LOCATION;DUPLICATE_ROUNDED_SCORES_IN_TOP5,"Query omits city/state and rank-1 carries an address, but no same-name bare row ties it — acceptable when rank-1 is the best/only-named match (info only). Top-5 score ties are all the same entity (multi-office); expected, not a ranking defect (info only)."
7923363,Youth Baseball Team / Westlake Village Gladiators,Oak Park,CA,info,,No automated issues flagged; still spot-check for domain edge cases.
7923366,TAG - LA,,,info,,No automated issues flagged; still spot-check for domain edge cases.
7923367,Take2Eton Group,Maidenhead,Berkshire,med,DUPLICATE_ROUNDED_SCORES_IN_TOP5,Two or more top-5 rows of DIFFERENT entities share the same score to 4 decimals; ordering looks arbitrary without exposed tie-breakers.
7923368,**BAND REQUEST** - Ying Yau B&C Party - Courtyard by Marriott Boston Cambridge - 17th - 18th February,New Canaan,CT,info,,No automated issues flagged; still spot-check for domain edge cases.
7923388,Crestwood Advisors,Boston,MA,info,,No automated issues flagged; still spot-check for domain edge cases.
7923408,Massacusetts Eye and Ear Infirmary,,,info,NO_QUERY_GEO_RANK1_HAS_LOCATION,"Query omits city/state and rank-1 carries an address, but no same-name bare row ties it — acceptable when rank-1 is the best/only-named match (info only)."
7923424,Sheldrick Wildlife Trust USA,Los Angeles,CA,info,,No automated issues flagged; still spot-check for domain edge cases.
7923427,Strike48,,,info,NO_QUERY_GEO_RANK1_HAS_LOCATION;DUPLICATE_ROUNDED_SCORES_IN_TOP5,"Query omits city/state and rank-1 carries an address, but no same-name bare row ties it — acceptable when rank-1 is the best/only-named match (info only). Top-5 score ties are all the same entity (multi-office); expected, not a ranking defect (info only)."
7923428,SunRun,Utah,UT,info,,No automated issues flagged; still spot-check for domain edge cases.
7923429,Take2Eton Events,,,info,NO_QUERY_GEO_RANK1_HAS_LOCATION;DUPLICATE_ROUNDED_SCORES_IN_TOP5,"Query omits city/state and rank-1 carries an address, but no same-name bare row ties it — acceptable when rank-1 is the best/only-named match (info only). Top-5 score ties are all the same entity (multi-office); expected, not a ranking defect (info only)."
7923430,Team8,,,info,NO_QUERY_GEO_RANK1_HAS_LOCATION;DUPLICATE_ROUNDED_SCORES_IN_TOP5,"Query omits city/state and rank-1 carries an address, but no same-name bare row ties it — acceptable when rank-1 is the best/only-named match (info only). Top-5 score ties are all the same entity (multi-office); expected, not a ranking defect (info only)."
7923432,The Westfield Group A,,,info,,No automated issues flagged; still spot-check for domain edge cases.
7923433,The Westfield Group A,Clark,NJ,info,,No automated issues flagged; still spot-check for domain edge cases.
7923434,Thomas Lee Partners,New York,NY,info,,No automated issues flagged; still spot-check for domain edge cases.
7923436,Troutman Pepper,New York,NY,info,,No automated issues flagged; still spot-check for domain edge cases.
7923437,True Green Capital Management LLC,London,,info,,No automated issues flagged; still spot-check for domain edge cases.
7923438,TwinFocus,,,info,NO_QUERY_GEO_RANK1_HAS_LOCATION,"Query omits city/state and rank-1 carries an address, but no same-name bare row ties it — acceptable when rank-1 is the best/only-named match (info only)."
7923439,UATP,,,info,NO_QUERY_GEO_RANK1_HAS_LOCATION,"Query omits city/state and rank-1 carries an address, but no same-name bare row ties it — acceptable when rank-1 is the best/only-named match (info only)."
7923440,Veterinary Innovative Partners,Memphis,TN,med,DUPLICATE_ROUNDED_SCORES_IN_TOP5,Two or more top-5 rows of DIFFERENT entities share the same score to 4 decimals; ordering looks arbitrary without exposed tie-breakers.
7923441,Viatris,Tucsin,AZ,med,STRONG_SCORE_NON_EXACT_NAME;DUPLICATE_ROUNDED_SCORES_IN_TOP5;HYBRID_SEMANTIC_LED_AT_CEILING,"Top-1 is a related but non-identical name (query_and_top1_names_related_non_equal) at 0.9514; rationale should justify suffix/token gaps. Top-5 score ties are all the same entity (multi-office); expected, not a ranking defect (info only). Hybrid (semantic-led) at a ceiling score with non-exact name overlap — defensibility risk for SMEs."
7923442,Vision Event Co.,,,med,NO_QUERY_GEO_RANK1_HAS_LOCATION;DUPLICATE_ROUNDED_SCORES_IN_TOP5,"Query omits city/state and rank-1 carries an address, but no same-name bare row ties it — acceptable when rank-1 is the best/only-named match (info only). Two or more top-5 rows of DIFFERENT entities share the same score to 4 decimals; ordering looks arbitrary without exposed tie-breakers."
7923443,Voltus Inc.,,,info,,No automated issues flagged; still spot-check for domain edge cases.
7923445,Westiminster School,Simsbury,CT,info,,No automated issues flagged; still spot-check for domain edge cases.
7923446,Willow Bridge PC,Atlanta,GA,info,,No automated issues flagged; still spot-check for domain edge cases.
7923447,"YPO, Inc*",,,info,NO_QUERY_GEO_RANK1_HAS_LOCATION;DUPLICATE_ROUNDED_SCORES_IN_TOP5,"Query omits city/state and rank-1 carries an address, but no same-name bare row ties it — acceptable when rank-1 is the best/only-named match (info only). Top-5 score ties are all the same entity (multi-office); expected, not a ranking defect (info only)."
7923465,The Westfield Group A,Roseland,NJ,info,,No automated issues flagged; still spot-check for domain edge cases.
7923466,TrendStep Agency,London,,info,,No automated issues flagged; still spot-check for domain edge cases.
7923469,Analog,Nashville,TN,med,DUPLICATE_ROUNDED_SCORES_IN_TOP5,Two or more top-5 rows of DIFFERENT entities share the same score to 4 decimals; ordering looks arbitrary without exposed tie-breakers.
7923492,Institute For Strategic Lrning,Naperville,IL,med,DUPLICATE_ROUNDED_SCORES_IN_TOP5,Two or more top-5 rows of DIFFERENT entities share the same score to 4 decimals; ordering looks arbitrary without exposed tie-breakers.
7923495,Irish Network Nashville,Nashville,TN,info,,No automated issues flagged; still spot-check for domain edge cases.
7923502,LWML Mid South District,,,info,,No automated issues flagged; still spot-check for domain edge cases.
7923505,MSE Nashville,Nashville,TN,info,,No automated issues flagged; still spot-check for domain edge cases.
7923521,"Savara, Inc",,,info,DUPLICATE_ROUNDED_SCORES_IN_TOP5,"Top-5 score ties are all the same entity (multi-office); expected, not a ranking defect (info only)."
7923522,Stryker Corporate,Bloomington,MN,med,DUPLICATE_ROUNDED_SCORES_IN_TOP5,Two or more top-5 rows of DIFFERENT entities share the same score to 4 decimals; ordering looks arbitrary without exposed tie-breakers.
7923523,TAG Touring,New York,NY,info,,No automated issues flagged; still spot-check for domain edge cases.
7923524,Tesorio,SAN FRANCISCO,CA,info,,No automated issues flagged; still spot-check for domain edge cases.
7923525,Texas Capital,Richardson,TX,info,,No automated issues flagged; still spot-check for domain edge cases.
7923528,The White Dress Society,Lexington,KY,med,DUPLICATE_ROUNDED_SCORES_IN_TOP5,Two or more top-5 rows of DIFFERENT entities share the same score to 4 decimals; ordering looks arbitrary without exposed tie-breakers.
7923529,Titan Roofing,Memphis,TN,med,DUPLICATE_ROUNDED_SCORES_IN_TOP5,Two or more top-5 rows of DIFFERENT entities share the same score to 4 decimals; ordering looks arbitrary without exposed tie-breakers.
7923530,Together Women's Health,Philadelphia,PA,info,,No automated issues flagged; still spot-check for domain edge cases.
7923531,Travalaco,Hollywood,FL,info,,No automated issues flagged; still spot-check for domain edge cases.
7923532,Travel Solutions,Belfast,Northern Ireland,info,DUPLICATE_ROUNDED_SCORES_IN_TOP5,"Top-5 score ties are all the same entity (multi-office); expected, not a ranking defect (info only)."
7923533,Truka LLC,,,info,NO_QUERY_GEO_RANK1_HAS_LOCATION;DUPLICATE_ROUNDED_SCORES_IN_TOP5,"Query omits city/state and rank-1 carries an address, but no same-name bare row ties it — acceptable when rank-1 is the best/only-named match (info only). Top-5 score ties are all the same entity (multi-office); expected, not a ranking defect (info only)."
7923534,Vanderbilt University Alumni Association,Nashville,TN,med,DUPLICATE_ROUNDED_SCORES_IN_TOP5,Two or more top-5 rows of DIFFERENT entities share the same score to 4 decimals; ordering looks arbitrary without exposed tie-breakers.
7923535,"VNGR Beverage, LLC. dba poppi",,,info,NO_QUERY_GEO_RANK1_HAS_LOCATION;DUPLICATE_ROUNDED_SCORES_IN_TOP5,"Query omits city/state and rank-1 carries an address, but no same-name bare row ties it — acceptable when rank-1 is the best/only-named match (info only). Top-5 score ties are all the same entity (multi-office); expected, not a ranking defect (info only)."
7923536,Wanderlust Escapes,Calera,AL,med,DUPLICATE_ROUNDED_SCORES_IN_TOP5,Two or more top-5 rows of DIFFERENT entities share the same score to 4 decimals; ordering looks arbitrary without exposed tie-breakers.
7923537,XOi Technologies,Nashville,TN,info,,No automated issues flagged; still spot-check for domain edge cases.
7923538,Zydus Pharmaceutical,,NJ,info,,No automated issues flagged; still spot-check for domain edge cases.
7923545,Angus T. Brabham III,Columbia,SC,info,,No automated issues flagged; still spot-check for domain edge cases.
7923596,Henri Stern Watch Agency-Patek Philippe,New York,NY,info,,No automated issues flagged; still spot-check for domain edge cases.
7923601,Eagle Eye Travel,Maitland,FL,med,DUPLICATE_ROUNDED_SCORES_IN_TOP5,Two or more top-5 rows of DIFFERENT entities share the same score to 4 decimals; ordering looks arbitrary without exposed tie-breakers.
7923606,108 Coaching Ltd,Laguna Niguel,CA,info,,No automated issues flagged; still spot-check for domain edge cases.
7923628,HBA-Healthcare Businesswomen's Association,Rehoboth Beach,DE,info,,No automated issues flagged; still spot-check for domain edge cases.
7923638,National Association of State Agencies for Surplus,Rockville,MD,med,STRONG_SCORE_NON_EXACT_NAME;DUPLICATE_ROUNDED_SCORES_IN_TOP5;HYBRID_SEMANTIC_LED_AT_CEILING,Top-1 is a related but non-identical name (query_and_top1_names_related_non_equal) at 0.9665; rationale should justify suffix/token gaps. Two or more top-5 rows of DIFFERENT entities share the same score to 4 decimals; ordering looks arbitrary without exposed tie-breakers. Hybrid (semantic-led) at a ceiling score with non-exact name overlap — defensibility risk for SMEs.
7923642,Printing Packaging & Production Workers Union of North America (PPPWU),,,info,NO_QUERY_GEO_RANK1_HAS_LOCATION;DUPLICATE_ROUNDED_SCORES_IN_TOP5,"Query omits city/state and rank-1 carries an address, but no same-name bare row ties it — acceptable when rank-1 is the best/only-named match (info only). Top-5 score ties are all the same entity (multi-office); expected, not a ranking defect (info only)."
7923651,Smart Health Education,Upper Marlboro,MD,info,,No automated issues flagged; still spot-check for domain edge cases.
7923652,Smile Doctors LLC,Chicago,IL,info,,No automated issues flagged; still spot-check for domain edge cases.
7923653,SRG Inc.,Dallas,TX,med,STRONG_SCORE_NON_EXACT_NAME;HYBRID_SEMANTIC_LED_AT_CEILING,Top-1 is a related but non-identical name (query_and_top1_names_related_non_equal) at 0.9651; rationale should justify suffix/token gaps. Hybrid (semantic-led) at a ceiling score with non-exact name overlap — defensibility risk for SMEs.
7923654,Strategic Incentive Solutions,Saint Louis,MO,info,,No automated issues flagged; still spot-check for domain edge cases.
7923655,SZNS Solutions,Reston,VA,med,DUPLICATE_ROUNDED_SCORES_IN_TOP5,Two or more top-5 rows of DIFFERENT entities share the same score to 4 decimals; ordering looks arbitrary without exposed tie-breakers.
7923656,Take the Lead Inc.,NEW YORK,NY,info,,No automated issues flagged; still spot-check for domain edge cases.
7923657,TAM Advisory,Fizuli,Baku,info,,No automated issues flagged; still spot-check for domain edge cases.
7923658,"The Washington, D.C. Alumnae Foundation WDCAF",Washington,DC,info,,No automated issues flagged; still spot-check for domain edge cases.
7923659,TRAVELIKO Uslugi Turystyczne,,,info,DUPLICATE_ROUNDED_SCORES_IN_TOP5,"Top-5 score ties are all the same entity (multi-office); expected, not a ranking defect (info only)."
7923660,U.S. Travel Association,Washington,DC,info,,No automated issues flagged; still spot-check for domain edge cases.
7923661,USA-IT,Washington,DC,med,DUPLICATE_ROUNDED_SCORES_IN_TOP5,Two or more top-5 rows of DIFFERENT entities share the same score to 4 decimals; ordering looks arbitrary without exposed tie-breakers.
